sum.taxonomy	CO1_Yell.July18.Site1J.S99	CO1_Yell.July18.Site1L.S101	CO1_Yell.July18.Site1U.S114	CO1_Yell.July18.Site1a.S83	CO1_Yell.July18.Site1b.S84	CO1_Yell.July18.Site1bb.S139	CO1_Yell.July18.Site1c.S85	CO1_Yell.July18.Site1cc.S140	CO1_Yell.July18.Site1d.S86	CO1_Yell.July18.Site1dd.S141	CO1_Yell.July18.Site1e.S91	CO1_Yell.July18.Site1ee.S142	CO1_Yell.July18.Site1f.S92	CO1_Yell.July18.Site1g.S93	CO1_Yell.July18.Site1h.S94	CO1_Yell.July18.Site1k.S100	CO1_Yell.July18.Site1m.S102	CO1_Yell.July18.Site1n.S103	CO1_Yell.July18.Site1o.S104	CO1_Yell.July18.Site1p.S105	CO1_Yell.July18.Site1q.S106	CO1_Yell.July18.Site1r.S111	CO1_Yell.July18.Site1s.S112	CO1_Yell.July18.Site1t.S113	CO1_Yell.July18.Site1v.S117	CO1_Yell.July18.Site1w.S118	CO1_Yell.July18.Site1y.S120	CO1_Yell.July18.Site1z.S129	CO1_Yell.July18.Site5L.S109	CO1_Yell.July18.Site5a.S87	CO1_Yell.July18.Site5aa.S132	CO1_Yell.July18.Site5b.S88	CO1_Yell.July18.Site5bb.S133	CO1_Yell.July18.Site5c.S89	CO1_Yell.July18.Site5cc.S134	CO1_Yell.July18.Site5e.S95	CO1_Yell.July18.Site5ee.S136	CO1_Yell.July18.Site5f.S96	CO1_Yell.July18.Site5ff.S137	CO1_Yell.July18.Site5g.S97	CO1_Yell.July18.Site5h.S98	CO1_Yell.July18.Site5k.S108	CO1_Yell.July18.Site5m.S110	CO1_Yell.July18.Site5n.S115	CO1_Yell.July18.Site5o.S116	CO1_Yell.July18.Site5p.S121	CO1_Yell.July18.Site5q.S122	CO1_Yell.July18.Site5r.S123	CO1_Yell.July18.Site5s.S124	CO1_Yell.July18.Site5t.S125	CO1_Yell.July18.Site5u.S126	CO1_Yell.July18.Site5v.S127	CO1_Yell.July18.Site5z.S131	CO1_Yell.July18.Site5J.S107	CO1_Yell.July18.Site5w.S128
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Lichtheimia;Lichtheimia ramosa	0	0	0	0	12	0	0	10	0	0	0	0	0	0	0	0	0	0	37	0	0	0	28	16	0	0	7	0	17	0	12	0	0	0	34	0	9	0	17	17	0	0	0	0	0	0	0	0	18	0	0	0	52	0	0
Eukaryota;NA;;Himatismenida;NA;Parvamoeba;Parvamoeba rugata	0	10	50	21	112	0	32	0	50	31	0	36	3	30	0	12	18	67	79	286	0	7	32	98	2	0	20	9	106	0	55	1	82	11	79	17	19	0	173	150	0	12	49	38	14	91	260	18	45	130	0	0	273	0	0
Eukaryota;NA;;Longamoebia;Acanthamoebidae;Acanthamoeba;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	17	0	0	6	0	0	0	0	0
Eukaryota;NA;;NA;;NA;	8	12	55	36	229	8	44	290	171	239	10	145	1	82	0	95	118	174	143	1911	12	77	686	234	22	32	86	25	305	5	239	167	308	34	383	8	98	2	891	410	41	274	136	136	58	569	1068	100	206	263	59	2	1115	0	0
Eukaryota;NA;;NA;Paramoebidae;NA;	0	0	2	0	102	0	1	0	36	16	17	23	0	44	0	0	25	46	71	230	6	1	0	16	0	0	0	0	50	0	0	0	1	1	52	0	0	0	72	50	0	0	0	1	0	0	144	2	22	48	0	0	104	0	0
Eukaryota;NA;;NA;Vannellidae;Vannella;Vannella sp.	0	0	5	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	3	14	0	0	0	8	0	0	0	0	48	0	50	0	42	0	0	0	12	0	58	49	0	8	12	13	16	71	100	1	26	80	3	0	52	0	0
Eukaryota;NA;;NA;Vexilliferidae;Vexillifera;Vexillifera abyssalis	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	1	0	11	11	0	0	0	25	0	0	0	0	0	12	0	9	0	26	13	0	0	13	2	0	10	15	0	8	32	0	0	32	0	0
Eukaryota;NA;Bolidophyceae;Parmales;Triparmaceae;Triparma;Triparma laevis	1	0	0	0	19	0	6	16	0	0	0	12	0	0	0	0	8	0	0	0	0	0	17	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Chrysophyceae;Chromulinales;Chromulinaceae;Pedospumella;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Chrysophyceae;Chromulinales;Chromulinaceae;Pedospumella;Pedospumella sp.	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	37	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Chrysophyceae;Chromulinales;Dinobryaceae;Poteriospumella;Poteriospumella lacustris	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Chrysophyceae;Chromulinales;NA;;	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
Eukaryota;NA;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas sp.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Chrysophyceae;NA;;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;NA;Chrysophyceae;NA;NA;NA;Chrysophyceae sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;NA;Chrysophyceae;NA;NA;Segregatospumella;Segregatospumella dracosaxi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Dictyochophyceae;Dictyochales;NA;Dictyocha;Dictyocha speculum	16	20	1	76	153	5	32	59	71	64	1	143	0	5	9	167	134	180	149	43	8	41	61	31	53	35	18	0	10	0	0	12	5	0	174	0	0	1	29	0	0	11	11	0	0	0	42	0	6	0	111	0	188	0	0
Eukaryota;NA;Dictyochophyceae;Florenciellales;NA;Pseudochattonella;Pseudochattonella farcimen	0	0	0	1	14	0	0	11	16	17	0	14	0	0	0	0	13	9	0	151	0	9	12	0	16	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Eukaryota;NA;Dictyochophyceae;Pedinellales;NA;Pseudopedinella;Pseudopedinella elastica	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium polykrikoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0
Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	25	87	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;Karlodinium sp. RS-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Gymnodiniales;Kareniaceae;NA;	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;NA;;NA;	2	0	0	1	0	0	1	0	0	0	0	34	0	0	0	2	0	0	2	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Eukaryota;NA;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa rotundata	13	50	30	120	254	43	111	197	98	104	1	339	0	1	0	135	175	277	317	595	14	325	224	73	214	181	33	43	161	39	2	84	87	3	364	1	42	0	148	87	0	39	88	29	2	43	266	0	107	52	205	0	352	0	0
Eukaryota;NA;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa triquetra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum cassubicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium sp. clade C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Dinophyceae;Syndiniales;Syndiniaceae;Hematodinium;Hematodinium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	17	0	0	0	9	0	0	0	0	0	0	0	0	0	13	0	0
Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Eustigmataceae;Eustigmatos;Eustigmatos magnus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Nannochloropsis;Nannochloropsis granulata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	11	0	0
Eukaryota;NA;Haptophyceae;Isochrysidales;Isochrysidaceae;Isochrysis;Isochrysis galbana	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Haptophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Haptophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis antarctica	36	83	26	240	531	17	204	511	364	575	32	642	0	66	52	556	423	654	358	624	0	556	786	185	190	163	156	84	348	63	151	190	328	65	1059	75	90	12	484	181	0	200	199	60	24	103	364	28	122	157	346	0	918	0	0
Eukaryota;NA;Haptophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis globosa	14	9	0	23	69	0	37	23	34	26	1	92	1	5	0	29	47	38	41	130	0	35	33	20	21	0	12	0	18	0	0	21	14	8	49	0	1	0	22	17	0	18	21	6	0	0	65	0	14	0	12	0	118	0	0
Eukaryota;NA;Haptophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis pouchetii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;NA;Haptophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Haptophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina parva	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Haptophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina sp. CCMP291	0	0	0	0	9	0	0	11	0	0	0	0	0	0	0	0	3	8	0	0	0	7	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;Thraustochytriaceae;Thraustochytrium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
Eukaryota;NA;NA;Bicosoecida;NA;Caecitellus;Caecitellus parvulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
Eukaryota;NA;NA;Choanoflagellida;Salpingoecidae;Monosiga;Monosiga brevicollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	0	0
Eukaryota;NA;NA;Himatismenida;NA;Parvamoeba;Parvamoeba rugata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0
Eukaryota;NA;NA;Longamoebia;Acanthamoebidae;Acanthamoeba;Acanthamoeba astronyxis	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	57	0	0	0	26	0	17	0	1	0	64	61	0	0	21	0	0	33	152	0	0	53	0	0	56	0	0
Eukaryota;NA;NA;Longamoebia;Acanthamoebidae;Acanthamoeba;Acanthamoeba byersi	0	0	0	7	0	0	21	0	0	0	0	0	0	8	0	0	17	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Eukaryota;NA;NA;Longamoebia;Acanthamoebidae;Acanthamoeba;Acanthamoeba sp.	0	0	0	28	49	0	0	11	24	39	0	31	0	25	0	18	26	69	37	0	0	12	29	83	0	11	23	9	31	0	91	0	111	0	34	15	25	0	61	104	0	6	13	100	21	38	267	39	15	56	0	0	198	0	0
Eukaryota;NA;NA;NA;Apusomonadidae;Thecamonas;Thecamonas trahens	0	0	17	0	37	0	1	14	1	1	0	0	0	0	0	0	8	42	3	59	0	0	0	2	0	0	0	0	62	0	0	4	37	0	1	8	1	0	75	24	0	1	23	2	0	150	91	0	0	32	1	0	140	0	0
Eukaryota;NA;NA;NA;Jakobidae;Jakoba;Jakoba libera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;NA;NA;NA;Paramoebidae;Cunea;Cunea thuwala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Eukaryota;NA;NA;NA;Paramoebidae;Paramoeba;Paramoeba pemaquidensis	0	0	1	0	0	0	55	24	2	34	0	11	0	0	0	0	41	54	39	58	0	14	23	91	0	0	0	0	130	0	41	0	32	1	40	0	26	0	121	105	0	25	30	20	0	91	287	42	63	194	0	0	111	0	0
Eukaryota;NA;NA;NA;Vannellidae;Clydonella;Clydonella sawyeri	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	13	0	0	0	0	0	9	0	0
Eukaryota;NA;NA;NA;Vannellidae;Paravannella;Paravannella minima	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Eukaryota;NA;NA;NA;Vannellidae;Vannella;Vannella sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;NA;NA;NA;Vexilliferidae;Vexillifera;Vexillifera kereti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0
Eukaryota;NA;Oomycetes;Anisolpidiales;Anisolpidiaceae;Anisolpidium;Anisolpidium ectocarpii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
Eukaryota;NA;Oomycetes;Anisolpidiales;Anisolpidiaceae;Anisolpidium;Anisolpidium rosenvingei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;NA;Oomycetes;Lagenidiales;Lagenidiaceae;Lagenidium;Lagenidium humanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;Lagenidiales;Lagenidiaceae;Lagenidium;Lagenidium sp. SL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Eukaryota;NA;Oomycetes;Leptomitales;NA;Apodachlya;Apodachlya minima	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	1	0	0	1	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0
Eukaryota;NA;Oomycetes;Myzocytiopsidales;Myzocytiopsidaceae;Chlamydomyzium;Chlamydomyzium dictyuchoides	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota;NA;Oomycetes;Myzocytiopsidales;Myzocytiopsidaceae;Myzocytiopsis;Myzocytiopsis osiris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;NA;;NA;	9	6	143	13	72	0	56	41	119	76	6	92	1	107	29	139	87	50	77	91	0	10	140	83	33	25	197	10	284	30	168	74	452	82	455	30	264	0	808	233	0	79	149	146	108	217	749	333	226	669	2	60	1161	0	0
Eukaryota;NA;Oomycetes;NA;NA;Haptoglossa;Haptoglossa sp. DM2 4/12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;NA;NA;Haptoglossa;Haptoglossa zoospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	0	3	0	0	18	0	0
Eukaryota;NA;Oomycetes;Olpidiopsidales;Olpidiopsidaceae;Olpidiopsis;Olpidiopsis feldmanni	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Hyaloperonospora;Hyaloperonospora dentariae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Hyaloperonospora;Hyaloperonospora dentariae-macrophyllae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Hyaloperonospora;Hyaloperonospora nasturtii-aquatici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Hyaloperonospora;Hyaloperonospora parasitica	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;NA;	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	9	0	8	0	0	0	2	0	1	0	17	7	0	0	5	0	0	3	20	0	0	0	0	0	35	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Nothophytophthora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Nothophytophthora;Nothophytophthora caduca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	2	0	0	0	0	0	1	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Nothophytophthora;Nothophytophthora chlamydospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Nothophytophthora;Nothophytophthora valdiviana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;Peronospora aestivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota;NA;Oomycetes;Peronosporales;Peronosporaceae;Peronospora;Peronospora salviae-plebeiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
